title,abstract
COMBINATION HPIV3/HMPV RNA VACCINES,"The disclosure relates to respiratory virus ribonucleic acid (RNA) vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
POLYNUCLEOTIDES ENCODING PHENYLALANINE HYDROXYLASE FOR THE TREATMENT OF PHENYLKETONURIA,"This disclosure relates to mRNA therapy for the treatment of hyperphenylalaninemias such as phenylketonuria (PKU). mRNAs for use in the invention, when administered in vivo, encode human phenylalanine hydroxylase (PAH), functional fragments thereof (e.g., those comprising the catalytic domain or the catalytic domain and the tetramerization domains), and fusion proteins comprising PAH. mRNAs of the invention are preferably encapsulated in lipid nanoparticles (LNPs) to effect efficient delivery to cells and/or tissues in subjects, when administered thereto. mRNA therapies of the invention increase and/or restore deficient levels of PAH expression and/or activity in subjects. mRNA therapies of the invention further decrease abnormal accumulation of phenylalanine associated with deficient PAH activity in subjects."
Terminally Modified RNA,The invention relates to compositions and methods for the manufacture and optimization of modified mRNA molecules via optimization of their terminal architecture.
Betacoronavirus mRNA vaccine,"The disclosure relates to respiratory virus ribonucleic acid (RNA) vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
Polynucleotides encoding citrin for the treatment of Citrullinemia type 2,"The invention relates to mRNA therapy for the treatment of Citrullinemia Type 2 (“CTLN2”). mRNAs for use in the invention, when administered in vivo, encode human Citrin, isoforms thereof, functional fragments thereof, and fusion proteins comprising Citrin. mRNAs of the invention are preferably encapsulated in lipid nanoparticles (LNPs) to effect efficient delivery to cells and/or tissues in subjects, when administered thereto. mRNA therapies of the invention increase and/or restore deficient levels of Citrin expression and/or activity in subjects. mRNA therapies of the invention further decrease levels of biomarkers associated with deficient Citrin activity in subjects, namely ammonia and/or triglycerides."
Polynucleotides encoding interleukin-12 (IL12) and uses thereof,"The present disclosure relates to polynucleotides comprising an open reading frame of linked nucleosides encoding human interleukin-12 (IL12), functional fragments thereof, and fusion proteins comprising IL12. In some embodiments, the open reading frame is sequence-optimized. In particular embodiments, the disclosure provides sequence-optimized polynucleotides comprising nucleotides encoding the polypeptide sequence of human IL12, or sequences having high sequence identity with those sequence optimized polynucleotides."
EPSTEIN-BARR VIRUS VACCINES,The disclosure relates to EBV ribonucleic acid vaccines as well as methods of using the vaccines and compositions comprising the vaccines.
ZIKA VIRUS RNA VACCINES,"The disclosure relates to tropical diseases such as viral mosquito borne illnesses and the treatment thereof. The invention includes ribonucleic acid vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines for treating and preventing tropical disease."
METHODS AND APPARATUS FOR PURIFYING RNA,"The invention features methods and apparatus for purifying a sample including an RNA (e.g., an RNA having a poly(A) sequence, such as an mRNA). Methods of the invention involve adding a liquid to a sample container including the sample and a solid affinity material (e.g., oligo(dT) or hydroxyapatite), agitating the contents of the sample, removing the liquid, and eluting the RNA of interest from the sample container. The apparatus of the invention include a sample container and one or more components such as a reservoir, collection container, pressure generating source, valve assembly, and agitation mechanism. Certain apparatus include a rotatable magnet or magnetizable component. The methods and apparatus described herein are useful in providing RNA (e.g., RNA having a poly(A) sequence, such as mRNA) in high yield and with high purity using less solvent than conventional purification techniques."
BETACORONAVIRUS MRNA VACCINE,"The disclosure relates to respiratory virus ribonucleic acid (RNA) vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
CHIKUNGUNYA VIRUS RNA VACCINES,"The disclosure relates to tropical diseases such as viral mosquito borne illnesses and the treatment thereof. The invention includes ribonucleic acid vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines for treating and preventing tropical disease."
LIPID NANOPARTICLES,"The invention features methods and apparatus for producing lipid nanoparticles. Methods of the invention include injecting a lipid solution into an aqueous solution at an automated rate (e.g., a rate controlled by a servo pump). The invention provides methods and apparatus for making lipid nanoparticles possessing a wide range of lipid components and hydrophilic encapsulants, including nucleic acids (e.g., mRNA). Also provided are nanoparticles and compositions thereof made by methods and apparatus of the invention."
MRNA combination therapy for the treatment of cancer,"The present disclosure relates to the use of nucleic acid (e.g., mRNA) combination therapies for the treatment of cancer. The disclosure provides compositions, and methods for their preparation, manufacture, and therapeutic use, wherein those compositions comprise at least two polynucleotides (e.g., mRNAs) in combination wherein the at least two polynucleotides are selected from the group consisting of (i) a polynucleotide encoding an immune response primer (e.g., IL23), (ii) a polynucleotide encoding an immune response co-stimulatory signal (e.g., OX40L), (iii) a polynucleotide encoding a checkpoint inhibitor (e.g., an anti CTLA-4 antibody), and, (iv) a combination thereof. The therapeutic methods disclosed herein comprise, e.g., the administration of a combination therapy disclosed herein for the treatment of cancer, e.g., by reducing the size of a tumor or inhibiting the growth of a tumor, in a subject in need thereof. In some aspects, the combination therapies disclosed herein disclosed are administered intratumorally."
POLYNUCLEOTIDES ENCODING ORNITHINE TRANSCARBAMYLASE FOR THE TREATMENT OF UREA CYCLE DISORDERS,"This disclosure relates mRNA therapy for the treatment of ornithine transcarbamylase deficiency (OTCD). mRNAs for use in the invention, when administered in vivo, encode human ornithine transcarbamylase (OTC), isoforms thereof, functional fragments thereof, and fusion proteins comprising OTC. mRNAs of the invention are preferably encapsulated in lipid nanoparticles (LNPs) to effect efficient delivery to cells and/or tissues in subjects, when administered thereto. mRNA therapies of the invention increase and/or restore deficient levels of OTC expression and/or activity in subjects. mRNA therapies of the invention further decrease levels of toxic ammonia associated with deficient OTC activity in subjects."
Modified Polynucleotides for the production of biologics and proteins associated with human disease,"The invention relates to a pharmaceutical composition including a plurality of lipid nanoparticles having a mean particle size of between 80 nm and 160 nm and containing an mRNA encoding a polypeptide. The lipid nanoparticles include a cationic lipid, a neutral lipid, a cholesterol, and a PEG lipid. The mRNA contains a 5′-cap, 5′-UTR, a 3′-UTR, and a poly-A region with at least 100 nucleotides."
Compounds and compositions for intracellular delivery of agents,"The disclosure features amino lipids and compositions involving the same. Nanoparticle compositions include an amino lipid as well as additional lipids such as phospholipids, structural lipids, PEG lipids, or a combination thereof. Nanoparticle compositions further including therapeutic and/or prophylactic agents such as RNA are useful in the delivery of therapeutic and/or prophylactic agents to mammalian cells or organs to, for example, regulate polypeptide, protein, or gene expression."
Zika virus MRNA vaccines,"Provided herein, in some embodiments, are Zika virus RNA vaccines and methods of producing an antigen-specific immune response in a subject."
RNA POLYMERASE VARIANTS,"The present disclosure provides, in some aspects, variant RNA polymerases, the use of which increases transcription efficiency while reducing the number of double-stranded RNA contaminates and run-on transcripts produced during an in vitro transcription reaction."
RESPIRATORY SYNCYTIAL VIRUS VACCINE,"The disclosure relates to respiratory syncytial virus (RSV) ribonucleic acid (RNA) vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
High purity RNA compositions and methods for preparation thereof,"The invention relates to improved RNA compositions for use in therapeutic applications. The RNA compositions are particularly suited for use in human therapeutic application (e.g., in RNA therapeutics). The RNA compositions are made by improved processes, in particular, improved in vitro-transcription (IVT) processes. The invention also relates to methods for producing and purifying RNA (e.g, therapeutic RNAs), as well as methods for using the RNA compositions and therapeutic applications thereof."
Polynucleotides encoding immune modulating polypeptides,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotide molecules encoding at least one polypeptide of interest to modulate the immune response."
Polynucleotides encoding interleukin-12 (IL12) and uses thereof,"The present disclosure relates to polynucleotides comprising an open reading frame of linked nucleosides encoding human interleukin-12 (IL12), functional fragments thereof, and fusion proteins comprising IL12. In some embodiments, the open reading frame is sequence-optimized. In particular embodiments, the disclosure provides sequence-optimized polynucleotides comprising nucleotides encoding the polypeptide sequence of human IL12, or sequences having high sequence identity with those sequence optimized polynucleotides."
RESPIRATORY VIRUS VACCINES,"The disclosure relates to respiratory virus ribonucleic acid (RNA) vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
MODIFIED MESSENGER RNA COMPRISING FUNCTIONAL RNA ELEMENTS,"The present disclosure provides messenger RNAs (mRNAs) having chemical and/or structural modifications, including RNA elements and/or modified nucleotides, which provide a desired translational regulatory activity to the mRNA."
HPIV3 RNA vaccines,"The disclosure relates to respiratory virus ribonucleic acid (RNA) vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
Chikungunya virus RNA vaccines,"The disclosure relates to tropical diseases such as viral mosquito borne illnesses and the treatment thereof. The invention includes ribonucleic acid vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines for treating and preventing tropical disease."
RNA polymerase variants,"The present disclosure provides, in some aspects, variant RNA polymerases, the use of which increases transcription efficiency while reducing the number of double-stranded RNA contaminates and run-on transcripts produced during an in vitro transcription reaction."
Zika virus RNA vaccines,"The disclosure relates to Zika virus infection and the treatment thereof. The invention includes ribonucleic acid compositions, as well as methods of using the compositions for treating and preventing Zika virus infection."
Polynucleotides encoding alpha-galactosidase A for the treatment of Fabry disease,"The invention relates to mRNA therapy for the treatment of Fabry disease. mRNAs for use in the invention, when administered in vivo, encode human the α-galactosidase A (GLA), isoforms thereof, functional fragments thereof, and fusion proteins comprising GLA. mRNAs of the invention are preferably encapsulated in lipid nanoparticles (LNPs) to effect efficient delivery to cells and/or tissues in subjects, when administered thereto. mRNA therapies of the invention increase and/or restore deficient levels of GLA expression and/or activity in subjects. mRNA therapies of the invention further decrease levels of toxic metabolites associated with deficient GLA activity in subjects, namely Gb3 and lyso-Gb3."
ZOONOTIC DISEASE RNA VACCINES,"The disclosure relates to Lassa virus, Nipah virus, and betacoronavirus ribonucleic acid vaccines as well as methods of using the vaccines and compositions comprising the vaccines."
Human cytomegalovirus vaccine,"The disclosure relates to HCMV ribonucleic acid (RNA) vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
hMPV RNA vaccines,"The disclosure relates to respiratory virus ribonucleic acid (RNA) vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
RNA BACTERIAL VACCINES,"The disclosure relates to (i) a bacterial vaccine, comprising: at least one RNA polynucleotide having an open reading frame encoding at least one mutated bacterial antigenic polypeptide, wherein the mutated bacterial antigenic polypeptide comprises at least one asparagine (Asn) amino acid substitution; and (ii) a Streptococcal vaccine, comprising: at least one RNA polynucleotide having an open reading frame encoding at least one Streptococcal antigenic polypeptide, such as pneumolysin. Incorporating the RNA in a cationic lipid nanoparticle and a method of inducing an immune response with said vaccine are also disclosed."
Phosphate replacement mRNA cap analogs,"The present disclosure relates to cap analogs, which can result in high levels of capping efficiency and transcription and improved translation efficiencies. The present disclosure also relates to methods useful for preparing cap analogs and using mRNA species containing such analogs, as well as kits containing the cap analogs."
MODIFIED POLYNUCLEOTIDES FOR THE PRODUCTION OF SECRETED PROTEINS,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotides, primary transcripts and mmRNA molecules."
Phosphate replacement MRNA cap analogs,"The present disclosure relates to cap analogs, which can result in high levels of capping efficiency and transcription and improved translation efficiencies. The present disclosure also relates to methods useful for preparing cap analogs and using mRNA species containing such analogs, as well as kits containing the cap analogs."
MODIFIED mRNA ENCODING A URIDINE DIPHOPSPHATE GLUCURONOSYL TRANSFERASE AND USES THEREOF,The invention relates to methods and compositions for treating a UDP glucuronosyltransferase family 1 deficiency based on mRNA therapy.
RNA POLYMERASE VARIANTS,"The present disclosure provides, in some aspects, variant RNA polymerases, the use of which increases transcription efficiency while reducing the number of double-stranded RNA contaminates and run-on transcripts produced during an in vitro transcription reaction."
"Polynucleotides Encoding Acyl-CoA Dehydrogenase, Very Long-Chain for the Treatment of Very Long-Chain Acyl-CoA Dehydrogenase Deficiency","The invention relates to mRNA therapy for the treatment of VLCADD. mRNAs for use in the invention, when administered in vivo, encode human acyl-CoA dehydrogenase, very longchain (ACADVL), isoforms thereof, functional fragments thereof, and fusion proteins comprising ACADVL. mRNAs of the invention are preferably encapsulated in lipid nanoparticles (LNPs) to effect efficient delivery to cells and/or tissues in subjects, when administered thereto. mRNA therapies of the invention increase and/or restore deficient levels of ACADVL expression and/or activity in subjects. mRNA therapies of the invention further decrease levels of toxic metabolites associated with deficient ACADVL activity in subjects, namely acylcarnitine and acylcarnitine metabolites."
POLYNUCLEOTIDES ENCODING GALACTOSE-1-PHOSPHATE URIDYLYLTRANSFERASE FOR THE TREATMENT OF GALACTOSEMIA TYPE 1,"The invention relates to mRNA therapy for the treatment of galactosemia type 1 (Gal-1). mRNAs for use in the invention, when administered in vivo, encode human galactose-1-phosphate uridylyltransferase (GALT), isoforms thereof, functional fragments thereof, and fusion proteins comprising GALT. mRNAs of the invention are preferably encapsulated in lipid nanoparticles (LNPs) to effect efficient delivery to cells and/or tissues in subjects, when administered thereto. mRNA therapies of the invention increase and/or restore deficient levels of GALT expression and/or activity in subjects. mRNA therapies of the invention further decrease levels of toxic metabolites associated with deficient GALT activity in subjects, namely galactose-1-phosphate (Gal-1-P)."
Polynucleotides Encoding Cystic Fibrosis Transmembrane Conductance Regulator for the Treatment of Cystic Fibrosis,"The invention relates to mRNA therapy for the treatment of cystic fibrosis. mRNAs for use in the invention, when administered in vivo, encode cystic fibrosis transmembrane conductance regulator (CFTR), isoforms thereof, functional fragments thereof, and fusion proteins comprising CFTR. mRNAs of the invention are preferably encapsulated in lipid nanoparticles (LNPs) to effect efficient delivery to cells and/or tissues in subjects, when administered thereto. mRNA therapies of the invention increase and/or restore deficient levels of CFTR expression and/or activity in subjects. mRNA therapies of the invention further decrease levels of toxic metabolites associated with deficient CFTR activity in subjects."
In vitro transcription methods and constructs,"The present disclosure provides, in some aspects, in vitro transcription systems (including, for example, nucleic acid constructs and polymerases), the use of which increases transcription efficiency while reducing the amount of truncated single-stranded ribonucleic acid transcript produced during an in vitro transcription reaction."
Compounds and compositions for intracellular delivery of therapeutic agents,"The disclosure features novel lipids and compositions involving the same. Nanoparticle compositions include a novel lipid as well as additional lipids such as phospholipids, structural lipids, and PEG lipids. Nanoparticle compositions further including therapeutic and/or prophylactics such as RNA are useful in the delivery of therapeutic and/or prophylactics to mammalian cells or organs to, for example, regulate polypeptide, protein, or gene expression."
HUMAN CYTOMEGALOVIRUS RNA VACCINES,"The disclosure describes HCMV ribonucleic acid (RNA) vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
Zika RNA vaccines,Aspects of the disclosure describe compositions that comprise RNA polynucleotides having an open reading frame encoding one or more Zika virus antigens. Methods for preparing and using the compositions are also described.
HUMAN CYTOMEGALOVIRUS VACCINE,"The disclosure relates to HCMV ribonucleic acid (RNA) vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
SALMONELLA VACCINES,The disclosure relates to Salmonella ribonucleic acid vaccines as well as methods of using the vaccines and compositions comprising the vaccines.
Combinations of mRNAs encoding immune modulating polypeptides and uses thereof,"The disclosure relates to compositions and methods for the preparation, manufacture and therapeutic use of combinations of immunomodulatory polynucleotides (e.g., mRNAs) encoding an immune response primer polypeptide (e.g., an interleukin 23 (IL-23) polypeptide or an interleukin 36γ (IL-36-gamma) polypeptide), and an immune response co-stimulatory signal polypeptide (e.g., an OX40L polypeptide)."
Combinations of mRNAs encoding immune modulating polypeptides and uses thereof,"The disclosure relates to compositions and methods for the preparation, manufacture and therapeutic use of combinations of immunomodulatory polynucleotides (e.g., mRNAs) encoding an immune response primer polypeptide (e.g., an interleukin 23 (IL-23) polypeptide or an interleukin 36γ (IL-36-gamma) polypeptide), and an immune response co-stimulatory signal polypeptide (e.g., an OX40L polypeptide)."
MODIFIED POLYNUCLEOTIDES FOR THE PRODUCTION OF SECRETED PROTEINS,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotides, primary transcripts and mmRNA molecules."
HIGH POTENCY IMMUNOGENIC COMPOSITIONS,"Provided herein, in some embodiments, are immunogenic compositions that include a cationic lipid nanoparticle (LNP) encapsulating messenger ribonucleic acid (mRNA) having an open reading frame encoding a viral, bacterial or parasitic antigen, a pan HLA DR-binding epitope (PADRE), and a 5′ terminal cap modified to increase mRNA translation efficiency."
Polynucleotides encoding low density lipoprotein receptor,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotide molecules encoding low density lipoprotein receptor comprising at least one mutation (e.g., an LDLR signally enhancing mutation)."
Methods of using OX40 ligand encoding polynucleotides,"The disclosure relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotide molecules comprising an mRNA encoding an OX40L polypeptide. Also provided is a method for activating T cells or increasing the number of NK cells in a subject in need thereof."
HPIV3 RNA VACCINES,"The disclosure relates to respiratory virus ribonucleic acid (RNA) vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
Modified polynucleotides for the production of cytoplasmic and cytoskeletal proteins,"The invention relates to compositions including polynucleotides encoding polypeptides which have been chemically modified by replacing the uridines with 1-methyl-pseudouridine to improve one or more of the stability and/or clearance in tissues, receptor uptake and/or kinetics, cellular access by the compositions, engagement with translational machinery, mRNA half-life, translation efficiency, immune evasion, protein production capacity, secretion efficiency, accessibility to circulation, protein half-life and/or modulation of a cell's status, function, and/or activity."
HMPV RNA VACCINES,"The disclosure relates to respiratory virus ribonucleic acid (RNA) vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
HIGH PURITY RNA COMPOSITIONS AND METHODS FOR PREPARATION THEREOF,"The invention relates to improved RNA compositions for use in therapeutic applications. The RNA compositions are particularly suited for use in human therapeutic application (e.g., in RNA therapeutics). The RNA compositions are made by improved processes, in particular, improved in vitro-transcription (IVT) processes. The invention also relates to methods for producing and purifying RNA (e.g, therapeutic RNAs), as well as methods for using the RNA compositions and therapeutic applications thereof."
MULTIMERIC MRNA,"Aspects of the disclosure relate to multimeric molecules and methods of producing the same. In some embodiments, the multimeric molecules comprise at least two nucleic acid molecules (e.g., mRNA molecules) joined by non-covalent bonds between non-coding regions."
CONCATEMERIC PEPTIDE EPITOPE RNAS,"The invention relates to concatemeric peptide epitope RNAs, as well as methods and compositions thereof. mRNA vaccines are also provided according to the invention, including cancer vaccines."
CHIKUNGUNYA VIRUS RNA VACCINES,"The disclosure relates to tropical diseases such as viral mosquito borne illnesses and the treatment thereof. The invention includes ribonucleic acid vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines for treating and preventing tropical disease."
ZIKA VIRUS RNA VACCINES,"The disclosure relates to tropical diseases such as viral mosquito borne illnesses and the treatment thereof. The invention includes ribonucleic acid vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines for treating and preventing tropical disease."
Compounds and compositions for intracellular delivery of agents,"The disclosure features amino lipids and compositions involving the same. Nanoparticle compositions include an amino lipid as well as additional lipids such as phospholipids, structural lipids, PEG lipids, or a combination thereof. Nanoparticle compositions further including therapeutic and/or prophylactic agents such as RNA are useful in the delivery of therapeutic and/or prophylactic agents to mammalian cells or organs to, for example, regulate polypeptide, protein, or gene expression."
MRNA combination therapy for the treatment of cancer,"The present disclosure relates to the use of nucleic acid (e.g., mRNA) combination therapies for the treatment of cancer. The disclosure provides compositions, and methods for their preparation, manufacture, and therapeutic use, wherein those compositions comprise at least two polynucleotides (e.g., mRNAs) in combination wherein the at least two polynucleotides are selected from the group consisting of (i) a polynucleotide encoding an immune response primer (e.g., IL23), (ii) a polynucleotide encoding an immune response co-stimulatory signal (e.g., OX40L), (iii) a polynucleotide encoding a checkpoint inhibitor (e.g., an anti CTLA-4 antibody), and, (iv) a combination thereof. The therapeutic methods disclosed herein comprise, e.g., the administration of a combination therapy disclosed herein for the treatment of cancer, e.g., by reducing the size of a tumor or inhibiting the growth of a tumor, in a subject in need thereof. In some aspects, the combination therapies disclosed herein disclosed are administered intratumorally."
ZIKA VIRUS MRNA VACCINES,"Provided herein, in some embodiments, are Zika virus RNA vaccines and methods of producing an antigen-specific immune response in a subject."
NUCLEIC ACID VACCINES,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use ribonucleic acid vaccines (NAVs) comprising polynucleotide molecules encoding one or more antigens."
INFECTIOUS DISEASE VACCINES,"Aspects of the disclosure relate to nucleic acid vaccines. The vaccines include one or more RNA polynucleotides having an open reading frame encoding one or more Chikungunya antigen(s), one or more Zika virus antigens, and one or more Dengue antigens. Methods for preparing and using such vaccines are also described."
NUCLEIC ACID VACCINES,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use ribonucleic acid vaccines (NAVs) comprising polynucleotide molecules encoding one or more antigens."
Chikagunya virus RNA vaccines,"The disclosure relates to tropical diseases such as viral mosquito borne illnesses and the treatment thereof. The invention includes ribonucleic acid vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines for treating and preventing tropical disease."
METHODS AND COMPOSITIONS FOR RNA MAPPING,Novel methods for identification and analysis of mRNA are provided herein. The methods may involve digestion and fingerprinting analysis.
Compositions and methods for delivery of agents,"This disclosure provides improved lipid-based compositions, including lipid nanoparticle compositions, and methods of use thereof for delivering agents in vivo including nucleic acids and proteins. These compositions are not subject to accelerated blood clearance and they have an improved toxicity profile in vivo."
HIGH POTENCY IMMUNOGENIC COMPOSITIONS,"Provided herein, in some embodiments, are immunogenic compositions that include a cationic lipid nanoparticle (LNP) encapsulating messenger ribonucleic acid (mRNA) having an open reading frame encoding a viral, bacterial or parasitic antigen, a pan HLA DR-binding epitope (PADRE), and a 5′ terminal cap modified to increase mRNA translation efficiency."
SEXUALLY TRANSMITTED DISEASE VACCINES,"The disclosure relates to sexually transmitted disease ribonucleic acid vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
"Formulation and delivery of modified nucleoside, nucleotide, and nucleic acid compositions","The present disclosure provides, inter alia, formulation compositions comprising modified nucleic acid molecules which may encode a protein, a protein precursor, or a partially or fully processed form of the protein or a protein precursor. The formulation composition may further include a modified nucleic acid molecule and a delivery agent. The present invention further provides nucleic acids useful for encoding polypeptides capable of modulating a cell's function and/or activity."
CANCER VACCINES,"The disclosure relates to cancer ribonucleic acid (RNA) vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
ENGINEERED NUCLEIC ACIDS AND METHODS OF USE THEREOF,"Provided are compositions and methods for delivering biological moieties such as modified nucleic acids into cells to kill or reduce the growth of viruses. Such compositions and methods include the use of modified messenger RNAs, and are useful to treat or prevent viral infection, or to improve a subject's heath or wellbeing."
ZIKA RNA VACCINES,"Aspects of the disclosure relate to nucleic acid vaccines. The vaccines include one or more RNA polynucleotides having an open reading frame encoding one or more Chikungunya antigen(s), one or more Zika virus antigens, and one or more Dengue antigens. Methods for preparing and using such vaccines are also described."
SEXUALLY TRANSMITTED DISEASE VACCINES,"The disclosure relates to sexually transmitted disease ribonucleic acid vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
METHODS OF USING OX40 LIGAND ENCODING POLYNUCLEOTIDES,"The disclosure relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotide molecules comprising an mRNA encoding an OX40L polypeptide. Also provided is a method for activating T cells or increasing the number of NK cells in a subject in need thereof."
Zika virus RNA vaccines,"The disclosure relates to Zika virus infection and the treatment thereof. The invention includes ribonucleic acid compositions, as well as methods of using the compositions for treating and preventing Zika virus infection."
COMBINATION PIV3/HMPV RNA VACCINES,"The disclosure relates to respiratory virus ribonucleic acid (RNA) vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
Engineered nucleic acids and methods of use thereof,"Provided are compositions and methods for delivering biological moieties such as modified nucleic acids into cells to modulate protein expression. Such compositions and methods include the use of modified messenger RNAs, and are useful to treat or prevent diseases, disorders or conditions, or to improve a subject's heath or wellbeing."
"MODIFIED NUCLEOSIDE, NUCLEOTIDE, AND NUCLEIC ACID COMPOSITIONS","The present disclosure provides, inter alia, formulation compositions comprising modified nucleic acid molecules which may encode a protein, a protein precursor, or a partially or fully processed form of the protein or a protein precursor. The formulation composition may further include a modified nucleic acid molecule and a delivery agent. The present invention further provides nucleic acids useful for encoding polypeptides capable of modulating a cell's function and/or activity."
Polynucleotide compositions containing amino acids,"The present invention relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotides formulations containing amino acids."
COMPOSITIONS AND METHODS FOR DELIVERY OF AGENTS,"This disclosure provides improved lipid-based compositions, including lipid nanoparticle compositions, and methods of use thereof for delivering agents in vivo including nucleic acids and proteins. These compositions are not subject to accelerated blood clearance and they have an improved toxicity profile in vivo."
Combinations of mRNAs encoding immune modulating polypeptides and uses thereof,"The disclosure relates to compositions and methods for the preparation, manufacture and therapeutic use of combinations of immunomodulatory polynucleotides (e.g., mRNAs) encoding an immune response primer polypeptide (e.g., an interleukin 23 (IL-23) polypeptide or an interleukin 36γ (IL-36-gamma) polypeptide), and an immune response co-stimulatory signal polypeptide (e.g., an OX40L polypeptide)."
RNA MAPPING/FINGERPRINTING,Novel methods for identification and analysis of mRNA are provided herein. The methods may involve digestion and fingerprinting analysis.
Polynucleotides encoding immune modulating polypeptides,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotide molecules encoding at least one polypeptide of interest to modulate the immune response."
Delivery and formulation of engineered nucleic acids,"Provided are formulations, compositions and methods for delivering biological moieties such as modified nucleic acids into cells to modulate protein expression. Such compositions and methods include the delivery of biological moieties, and are useful for production of proteins."
EBOLA/MARBURG VACCINES,"The disclosure relates to Ebola virus and/or Marburg virus ribonucleic acid (RNA) vaccines, as well as methods of using the vaccines and compositions comprising the vaccines. The vaccines include one or more RNA polynucleotides having an open reading frame encoding Ebola virus and/or Marburg virus. Methods for preparing and using such vaccines are also described."
Engineered nucleic acids and methods of use thereof,"Provided are compositions and methods for delivering biological moieties such as modified nucleic acids into cells to kill or reduce the growth of microorganisms. Such compositions and methods include the use of modified messenger RNAs, and are useful to treat or prevent microbial infection, or to improve a subject's heath or wellbeing."
Alternative nucleic acid molecules containing reduced uracil content and uses thereof,"The present disclosure provides alternative nucleosides, nucleotides, and nucleic acids, and methods of using them. In some aspects, the disclosure provides mRNA wherein the uracil content has been modified and which may be particularly effective for use in therapeutic compositions, because they may benefit from both high expression levels and limited induction of the innate immune response. In some aspects, the disclosure provides methods for the production of pharmaceutical compositions including mRNA without reverse phase chromatography."
Nucleic acid vaccines,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use ribonucleic acid vaccines (NAVs) comprising polynucleotide molecules encoding one or more antigens."
"Modified nucleosides, nucleotides, and nucleic acids, and uses thereof","The present disclosure provides modified nucleosides, nucleotides, and nucleic acids, and methods of using thereof."
Engineered nucleic acids and methods of use thereof,"Provided are compositions and methods for delivering biological moieties such as modified nucleic acids into cells to modulate protein expression. Such compositions and methods include the use of modified messenger RNAs, and are useful for production of proteins."
ENZYMES AND POLYMERASES FOR THE SYNTHESIS OF RNA,"The invention relates to compositions and methods for the design, evolution, preparation, and/or manufacture of enzymes for use with polynucleotides, primary transcripts and mmRNA molecules."
Enzymes and polymerases for the synthesis of RNA,"The invention relates to compositions and methods for the design, evolution, preparation, and/or manufacture of enzymes for use with polynucleotides, primary transcripts and mmRNA molecules."
ZIKA VIRUS RNA VACCINES,"The disclosure relates to tropical diseases such as viral mosquito borne illnesses and the treatment thereof. The invention includes ribonucleic acid vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines for treating and preventing tropical disease."
Delivery and formulation of engineered nucleic acids,"Provided are formulations, compositions and methods for delivering biological moieties such as modified nucleic acids into cells to modulate protein expression. Such compositions and methods include the delivery of biological moieties, and are useful for production of proteins."
Modified polynucleotides for the production of nuclear proteins,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotides, primary transcripts and mmRNA molecules."
Enzymes and polymerases for the synthesis of RNA,"The invention relates to compositions and methods for the design, evolution, preparation, and/or manufacture of enzymes for use with polynucleotides, primary transcripts and mmRNA molecules."
Modified polynucleotides for the production of secreted proteins,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotides, primary transcripts and mmRNA molecules."
